id,query,answer_ids
1879,"Could you locate studies with at least one shared coauthor from 'Towards Intelligent Video Understanding Applied to Plasma Facing Component Monitoring', that are from the same academic discipline, and which discuss the topic of defect evolution in plasma facing components within the period of 2006 to 2010?",[1288281]
4799,"Looking for 2016 papers in the field of renewable energy or solar cell research that discuss the synthesis or properties of nanoparticles. These papers should share at least one coauthor with ""New heterojunction solar cells using copper oxide ingrained MWCNT: Fabrication and performance analysis"".",[1649702]
3454,"Are there any papers in the compact multibeam antenna design field that share a coauthor with the paper ""Design of Filtering-Radiating Patch Antennas With Tunable Radiation Nulls for High Selectivity?","[1754528, 1821057, 1739748, 1780005, 1837894]"
6818,"Which research articles cited by ""FRW cosmology in F( R, T ) gravity"" also incorporate entropy and holography concepts in their analysis of dark energy in the early universe?","[1449410, 1349897, 1261834, 1444878, 1523314, 1414806, 1237817, 1549470]"
4435,"Find articles from the coauthors of ""Bose and Fermi Gases with Lennard–Jones Interactions"" that delve into the study of cold Bose-Fermi gases using numerical methods.",[1393908]
11908,Show me the publications by Derac Son focusing on the magnetic phases in steam generator tubes.,[1453011]
11574,Does Arxiv have any papers from Iran University of Medical Sciences exploring photoneutron dosimetry measurements with track detectors in Medical physics?,[1757556]
6464,Which publications by Nihon Fukushi University scholars present findings on potential Galactic black hole candidates?,"[1215456, 1388037]"
4849,"I'm looking for papers that have a shared author with ""Optical distortion correction in Optical Coherence Tomography for quantitative ocular anterior segment by three-dimensional imaging."" Ideally, these papers should discuss various optical coherence manipulation techniques and pertain to the field of optical imaging methods.","[1295665, 1447956, 1391254]"
4551,"Looking for research articles on the topic of Ancient Greek, specifically those exploring the use of diffraction-limited array foci in the restoration of texts or examination of old astronomical devices.",[1640109]
6500,"Show me publications from the co-authors of ""An ab initio molecular dynamics study of iron phases at high pressure and temperature"" that focus on melting simulation techniques.","[1374941, 1173285, 1446919]"
11410,"Can you find more publications by the co-authors of ""Electromagnetic Scattering From a Metallic Prolate or Oblate Spheroid Using Asymptotic Expansions on Spheroidal Eigenvectors""? I'm particularly interested in those focusing on further exploration of wave scattering by varying shapes of metallic spheroids.",[1357317]
9798,Show me the 2012 publications on LC alignment methods from authors who have also contributed to the paper 'Spatial and orientational control of liquid crystal alignment using a surface localized polymer layer'.,[1498819]
9550,Show me publications by Claudio Corianó related to hypergeometric approaches in solving conformal Ward identities.,[1869989]
9434,"Find publications examining the lasing characteristics of Ga(NAsP) on silicon referenced by the study ""Nucleation-related defect-free GaP/Si(100) heteroepitaxy via metal-organic chemical vapor deposition"".",[1451044]
9848,"What papers citing studies on fundamental constants reference ""Fundamental constant observational bounds on the variability of the QCD scale""?","[1265281, 1441218, 1483625, 1596715, 1685901, 1297210]"
8332,Show me publications by Alex McMillan pertaining to the investigation of absolute quantum advantage in direct absorption spectroscopy.,[1716469]
78,"Looking for publications that discuss the calculation of gamma-ray and neutrino emission from dark matter annihilation within cosmic structures, which are referenced in ""Extragalactic diffuse gamma-rays from dark matter annihilation: revised prediction and full modelling uncertainties"".","[1414688, 1214949, 1649446, 1202217, 1189295, 1515151, 1613392, 1492818, 1601619, 1616629, 1376477]"
9168,Search for papers on the optical properties authored by individuals affiliated with Government Degree College.,"[1697763, 1780740, 1631227, 1273385, 1817295, 1791730, 1391634, 1691284, 1734008, 1628827, 1181564, 1742077, 1295262]"
886,Show me research articles about the impact of electromagnetic pulses on the integrity of low-noise amplifiers in RF front-end systems.,"[1749397, 1802215]"
8256,Looking for publications on energy conversion in force chains in granular media.,"[1265842, 1557919]"
756,"Could you search for 2014 publications on the topic of Phenyl group, focusing specifically on studies that examine the implications of chirality?",[1315394]
632,Papers on heat transfer properties in thin films authored by the University of Banja Luka researchers?,[1755082]
1391,Research studies from Deenbandhu Chhotu Ram University of Science and Technology exploring the magnetic characteristics of materials?,"[1231171, 1840581, 1248070, 1858823, 1478152, 1800389, 1325066, 1178860, 1436109, 1398517]"
10316,"I'm looking for papers that share a coauthor with ""Photonic materials, structures and devices for Reststrahlen optics"" and also belong to the same electromagnetic waves field as the 2018 paper ""Electromagnetic waves"". These papers would provide valuable insights into the overlapping research in optical and electromagnetic domains.",[1830061]
7206,Are there any research papers from the Indian Institute of Technology Patna exploring magnetic hysteresis in nanocomposites or examining how nanocomposites influence magnetic hysteresis?,[1783246]
5257,Show me articles by C. A. F. Vaz related to the study of magnetic anisotropy.,"[1341585, 1453909]"
12347,"What are the papers that studied ionospheric plasma flows and were cited in the study ""Ionospheric plasma transport and loss in auroral downward current regions""?","[1440406, 1193431]"
11028,Show me publications by Kelsey Dodge on the aging effects of nanoparticles.,[1414271]
7362,Show me publications by Laura C. Stonehill related to the creation of novel radiation monitoring technologies.,"[1708420, 1410445, 1176174, 1241621, 1637597, 1220829]"
10272,"What other research papers, showcasing the use of ultrasmall on-chip lasers, has the paper ""Silicon photonics: Nanocavity brightens silicon"" referenced?",[1332637]
6138,Papers on anticipation-dependent traffic flow dynamics authored by researchers at Nanjing University of Finance and Economics.,[1518707]
4169,"Can you find the research publications by the coauthors of 'Cuts, Cancellations and the Closed Time Path: The Soft Leptogenesis Example' that also delve into CMB spectral distortions from inflation models tackled in that paper?",[1345227]
12223,"What are the papers cited by ""Calibration of a flat field soft x-ray grating spectrometer for laser produced plasmas"" that also discuss future spectroscopy experiments with high-Z ions?",[1261789]
5333,"Can you list the 2015 papers cited in the ""Maximum Likelihood Compton Polarimetry with the Compton Spectrometer and Imager"" study?",[1478769]
13079,Show me research articles on economic profit that investigate dual-model strategies for optimal timetabling in Concentrated Solar Power (CSP) facilities.,[1633758]
3108,Search for publications from the Indian Institute of Astrophysics focusing on the atomic properties of plasmas in atomic physics.,"[1786081, 1301891, 1457956, 1345315, 1423210, 1562673, 1414550, 1389048, 1700921, 1286394]"
2352,Comparative analysis of strategies to reduce disease transmission by Collegio Carlo Alberto authors on Arxiv.,[1319344]
11384,"What other research papers covering the topic of gravitational encounters have been cited by the study ""From star-disc encounters to numerical solutions for a subset of the restricted three-body problem""?","[1214370, 1393381, 1568938, 1470412, 1582798, 1277391, 1302484, 1253819]"
1159,Does any research relate Steyr Mannlicher to reflective boundary conditions within the context of Applied Mathematics?,[1783114]
6294,"Search for publications with at least one common author as that of ""Scattering of hole excitations in a one-dimensional spinless quantum liquid"" and in the same research domain, focusing on the stability of thin liquid films in relation to viscous heating impacts.",[1860691]
2236,Are there any publications from AZ Electronic Materials researchers on the topic of block copolymers' directed self-assembly and its prospective applications in semiconductor industries?,"[1453025, 1320100, 1294470, 1510859, 1458670, 1198830, 1334895, 1227506, 1532052, 1663892, 1700628, 1526175]"
679,"I'm looking for papers that discuss particle collisions and entanglement, have at least one common author with ""Wavefunction exchange and entanglement in one-dimensional collisions"", and are from the same domain of particle interactions and quantum mechanical effects.",[1241032]
9123,Banwarilal Bhalotia College author publications on new nanomaterial coating methods,[1339439]
33,"Find papers referenced by ""XMM-Newton observation of MV Lyr and the sandwiched model confirmation"" which also discuss observations of cataclysmic variables with SWIFT.",[1198264]
8379,Could you show me 2017 papers that present models of ultrasonic motors with a focus on vector control?,[1731728]
9047,"What research papers have explored the influence of parameter alterations on RBE calculations, citing the study ""Range uncertainty in proton therapy due to variable biological effectiveness""?","[1325192, 1501292]"
2319,Which Arxiv publications from LMV researchers are centered around the radiative heating of meteorites?,[1373273]
3143,Show me publications by V. A. Sozaev focusing on the assessment of surface tension in solid copper.,[1744592]
1112,"Could you show me the studies on Pentaerythritol, with a special emphasis on those exploring the augmentation of thermal energy storage potential through the integration of a low melting alloy into the phase change materials?",[1753646]
10195,Find papers authored by co-authors of 'Planckian axions in string theory' discussing the challenges or constraints within string theory.,"[1651280, 1290739, 1712670]"
7085,"What are some papers showcasing unique magneto-optical phenomena that are cited by or related to the study entitled ""Wide tunability of magnetoplasmonic crystals due to excitation of multiple waveguide and plasmon modes"", which investigates a new magneto-optical effect?","[1457505, 1531511, 1593549, 1310901, 1355222, 1490263, 1290551, 1584543]"
3027,"Are there any papers on the subject of solar wind turbulence that share an author with ""The Role of Proton-Cyclotron Resonance as a Dissipation Mechanism in Solar Wind Turbulence: A Statistical Study at Ion-Kinetic Scales."", and suggest a magnetosphere imaging mission similar to the mechanisms of dissipation they worked on?","[1570273, 1191230]"
1076,"Could you locate studies that share an author with ""Graphene based effectual photodetector for photonic integrated circuit"", delve into the same realm of graphene-based photonics and draw parallel in the estimation of biomaterial concentration through light response analysis as done in the aforementioned paper?","[1460673, 1802972, 1837286, 1861575, 1409065, 1284494, 1847411, 1622296, 1423195, 1807708]"
11107,Are there any studies from the Texas A&M University System that report initial experimental findings on extremely neutron-rich oxygen isotopes within the Nucleon field?,[1582051]
6017,Search for publications by M. A. A. Hamad on nanofluid flow dynamics over stretching surfaces.,[1713314]
4046,"Show me the publications by the coauthors of ""Kinetics, mechanism, and pathway of reorientation of multi-variants in Ni-Mn-Ga shape memory alloys under continuous compressive stress: Phase-field simulation"", focusing on the magnetic properties of materials.","[1245249, 1262690, 1343137, 1198992, 1691580, 1238975]"
13156,"I'm looking for papers in the Arsenide subject area that delve into thin film solar cells. Especially, I want to discover research that discusses the usage of arsenide materials to enhance the efficacy of thin film photovoltaic technologies.",[1438152]
6173,"What are the papers that explore thermal wave impacts in thin specimens and are referenced in the study ""Photothermal model fitting in the complex plane for thermal properties determination in solids""?",[1252292]
10239,Show me publications by Houwen Wu on the emergence of non-commutative properties from commutative systems.,[1563752]
7329,"Can you show me the papers published by the co-authors of ""Comparison of the plasma pressure distributions over the equatorial plane and at low altitudes under magnetically quiet conditions,"" which also explore features of Earth's plasma ring?","[1366471, 1508423, 1522639, 1515664, 1476375, 1778971]"
11063,"I'm looking for papers that delve into the subject of electronic transport via quantum dots, have at least one common author with the paper ""Influence of interdot hopping and intradot many-body interaction on conductance through parallel triple-quantum-dot device: Nonequilibrium Green’s function approach"" and are part of the same discipline, specifically quantum transport through nanostructures.",[1386215]
13032,Publications from Chungshan Institute of Science and Technology on telescope antenna upgrade proposals,"[1233746, 1694255]"
5378,Are there any papers from Thermo Fisher Scientific researchers that explore properties or applications of refrigeration systems?,[1831291]
12268,Show me publications by Geun-Beom Kim on the topic of ridge filter design.,[1394843]
4122,Publications on 3D optical microscopy methods by authors affiliated with Hankyong National University,"[1562658, 1836282, 1393229, 1443741, 1718509, 1176114, 1422994, 1824978, 1681621, 1180218, 1341980, 1593565]"
4303,"Are there other studies that have empirically showcased the Q-switching of fiber lasers utilizing thin-layered topological insulators as saturable absorbers, similar to the methods employed in the study ""Passively Q-switched Ytterbium doped fiber laser with mechanically exfoliated MoS2 saturable absorber""?",[1300031]
12049,What are the published papers from Bangladesh University of Textiles researchers that focus on the study of dust-ion-acoustic shock waves?,"[1432225, 1494087, 1239180, 1438734, 1360595, 1387477, 1329789]"
2294,"Show me research papers authored by the co-authors of 'High-Resolution Single Bandpass Microwave Photonic Filter With Shape-Invariant Tunability', specifically those presenting independently tunable true-time-delay lines.",[1486233]
5159,Find research papers authored by Michelin researchers on the topic of hydroplaning flows.,[1513862]
13213,Show me publications by B. Nordkvist focusing on the characteristics of W bosons.,"[1582444, 1614388]"
11242,"Look for publications sharing a coauthor with ""Dynamical ferromagnetism of interacting tiny magnets with strong anisotropy"" and discussing semiconductor bandgaps. The articles must be from the same research domain, specifically focused on both magnetic and material properties of semiconductors.","[1262304, 1455905, 1482210, 1725249, 1173094, 1352008, 1537978]"
7108,Centre for Process Innovation publications comparing electronic circuit printing techniques,[1648716]
10018,"Could you show me some papers from 2015 related to Universal Linear Accelerator studies, particularly those focusing on experiments with highly charged ions conducted at the GSI facility in Darmstadt, Germany?",[1633672]
6352,Show me publications by Justin M. Hallas on the topic of self-adjusting solar concentrators.,"[1302291, 1322316]"
4267,"Are there any articles where a co-author from ""Operational-matrix-based algorithm for differential equations of fractional order with Dirichlet boundary conditions"" also contributes, focusing on the same subject of fractional differential equations, and examining mixed convection flow?","[1495297, 1835875, 1840772, 1293636, 1871627, 1256086, 1823513, 1857246, 1829087]"
6236,Which publications from Xilinx authors cover the topic of FinFET's sensitivity to static electricity?,[1788867]
11326,"Looking for works that explore the dielectric function of strained SiGe alloys similar to ""Effects of stress on the dielectric function of strained pseudomorphic Si1−xGex alloys from 0 to 75% Ge grown on Si (001)."" The search should focus on papers that share at least one coauthor with this work and are in the same research field.",[1402792]
1257,I'm looking for articles exploring how annealing influences the microstructure and characteristics of aluminum subjected to severe plastic deformation.,"[1456312, 1775873, 1181583]"
5391,Show me articles authored by individuals affiliated with Children's Hospital Los Angeles that discuss the analysis of shear rates in oscillatory flow conditions.,[1504464]
12281,Which publications by Baruch College authors investigate gluon correlations?,"[1656929, 1244130, 1565250, 1689922, 1825991, 1860973, 1830799, 1558096, 1651185, 1812690, 1258454, 1720375, 1808057, 1296795, 1695709]"
3206,"Show me publications by the coauthors of ""Modal Analysis of Currents Induced by Magnetic Resonance Imaging Gradient Coils"" which also delve into the topic of eddy currents induced in MRI systems.","[1651398, 1580492, 1742669, 1487993, 1281660, 1512317]"
1333,Show me publications by Mingda Li on the impact of dislocations on material properties.,"[1622187, 1679270, 1768399]"
3362,Does the Yaroslav-the-Wise Novgorod State University have any publications examining magneto-electric effects in composite materials?,"[1596544, 1673651, 1813501, 1733847]"
2138,Show me studies investigating the impact of cosmic rays on atmospheric dynamics in the context of weather and climate research.,[1635297]
9266,"Which publications by the co-authors of ""Campbell Response in Type-II Superconductors under Strong Pinning Conditions"" delve into the magnetic response of superconductors?","[1623824, 1832593, 1367703, 1661975, 1837083, 1271835, 1597856, 1364012, 1765934, 1790786, 1795523, 1834314, 1817296, 1431636, 1182689, 1769825, 1855604, 1507321, 1828478]"
690,"Could you search for reviews focusing on imaging-based beam steering in free-space optical communication that either share an author with, or are related to the field of the paper ""Imaging-based beam steering for free-space optical communication""?",[1851774]
8158,"Could you look for papers in the field of self-propelled particles, co-authored by someone from ""Stochastic thermodynamics of active Brownian particles"", focusing on natural examples of self-propulsion similar to the models discussed in the paper and published in 2013?",[1409087]
9302,"Can you show me papers examining the black hole information problem that are referenced in the study ""On the Unruh effect, trajectories and information"", which also explores this issue?",[1738814]
824,"What are some other studies exploring turbulent atmospheric boundary-layer flow that are referenced in the paper ""Estimating the Instantaneous Drag–Wind Relationship for a Horizontally Homogeneous Canopy""?","[1295144, 1203283]"
458,Does Arxiv have any physics papers from Algonquin College related to the generation of vector optical fields?,"[1592129, 1666659, 1699780, 1565966, 1624945, 1580247, 1448059, 1863134]"
940,"I'm looking for papers focused on Power Delay Profile and its relationship with characteristics derived from polarimetric radio channel modeling, such as polarization powers and angles. Can you help me find these?",[1660143]
8390,Show me publications by the co-authors of 'Cool-Flame Burning and Oscillations of Envelope Diffusion Flames in Microgravity' that also explore combustion characteristics of diffusion flames under microgravity conditions.,"[1312784, 1817444]"
4180,"Could you show me the papers discussing particle trapping techniques that the paper titled ""Design and optical characterization of high-Q guided-resonance modes in the slot-graphite photonic crystal lattice"" has cited?","[1404124, 1838823]"
2017,Show me publications by Hsiu Chuang Chang on the study of transient phenomena in organic field-effect transistor channels.,"[1405734, 1298086, 1419359]"
13090,Which publications from Sree Sastha Institute of Engineering and Technology authors introduce novel code families for use in optical communications?,[1476997]
1378,Show me publications by Q. D. Gao on current drive techniques.,"[1190712, 1549266]"
2173,"Can you find publications from the coauthors of ""Deep subwavelength plasmonic whispering-gallery-mode cavity"" which focus on the topic of linking quantum emitters to plasmonic nanostructures or structures of the same kind?",[1817975]
3329,"Are there any papers discussing the flow characteristics in an aeroengine system, written by the co-authors of 'A NOVEL DETERMINATION OF THE MINIMAL SIZE OF A PROBABILISTIC REPRESENTATIVE VOLUME ELEMENT (RVE) FOR FIBER-REINFORCED COMPOSITES’ THERMAL ANALYSIS'?",[1862912]
13258,Eszterházy Károly College authors on Martian subsurface as candidate site for photosynthetic life research.,[1436424]
5112,Does any research paper from Principia College contribute to Photometry (Optics) by offering a comprehensive Kepler eclipsing binary catalog?,[1624591]
12002,"Are there any additional publications by co-authors of ""NIST 10 V Programmable Josephson Voltage Standard System Using a Low-Capacity Cryocooler"" on the topic of enhanced voltage synthesizers?","[1691584, 1245955, 1496229, 1661317, 1731397, 1575625, 1463324, 1458926, 1664912, 1581977, 1190554, 1521468]"
4348,Search for articles related to electricity generation using nanoparticles on membranes within the context of the Permafrost carbon cycle.,[1511569]
3085,"Are there any papers with a shared co-authorship with ""Low-Cost Multiple-Bit Encoded Chipless RFID Tag Using Stepped Impedance Resonator"", belonging to the same research field, and specifically incorporates or evaluates stacked broadband microstrip antennas in their design methodology?",[1592724]
6319,"Are there any other publications by the co-authors of ""Microstructural and antibacterial properties of zinc-substituted cobalt ferrite nanopowders synthesized by sol-gel methods"" that also focus on the properties of nanopowders?",[1369421]
10053,Show me articles on Arxiv discussing the luminescent characteristics in the context of GDF3.,"[1218309, 1251206, 1343272, 1276048, 1713049]"
7143,"Can you show me other publications from the coauthors of ""Self-ILPLL Using Optical Feedback for Phase Noise Reduction in Microwave Oscillators"" that also focus on phase noise reduction methods in microwave oscillators?","[1668520, 1719452, 1436491, 1481732]"
11209,Queue management system papers comparing parallel techniques for simulating radiation transport.,[1781837]
12166,"Could you search for papers that have at least one common author with ""Long-Term Prediction of the Arctic Ionospheric TEC Based on Time-Varying Periodograms"" and similarly focus on forecasting Arctic ionospheric electron content?",[1426108]
5076,"Find publications from around 2011 by the co-authors of the paper 'Describing T-odd asymmetries for α-particles in the ternary fission of actinide nuclei', focusing on the topic of fissile nucleus formation.","[1487177, 1562397]"
7027,"Which publications from coauthors of ""Effects of Nozzle Geometry on Turbulent Characteristics and Structure of Surface Attaching Jets"" delve into the study of twin jet interactions?","[1854978, 1851461, 1800399]"
10137,"Are there any 2016 papers discussing quantum channels that are in the same field as ""Entanglement witness game"" and have a shared coauthor?",[1702197]
413,"Find research articles exploring two-dimensional readouts that cite or are cited by ""Performance of Multiplexed XY Resistive Micromegas detectors in a high intensity beam"".",[1273134]
91,Search for publications by Guangdong University of Foreign Studies authors on the topic of Higgs boson pair production.,[1556934]
577,Are there any publications from Yokohama College of Pharmacy scholars focusing on the application of microbubbles in sonodynamic therapy?,[1178185]
9181,Which articles by Federal Aviation Administration authors talk about the effects of aviation on climate?,"[1395650, 1192506]"
8077,Could you show me some research papers exploring the connection between the Noncommutative torus and string theory?,[1845012]
9349,"What are some papers cited by ""Fractional Schrödinger equation in optics"" that also introduce novel laser beam shaping techniques?","[1292513, 1418658, 1332126]"
8113,Show me publications by F. Flavigny on the topic of thin hydrogen film targets.,[1220432]
8833,"Does the College of Engineering, Pune have any research papers on the electromechanical properties of nanowires in the domain of Physics?",[1327487]
9615,Does the Energy Research Centre of the Netherlands have any publications on the development of affordable solar cells utilizing thin film nanorod arrays within the thin film field?,[1561217]
8957,Show me publications by Mark J. Watkins regarding fluorescence analysis in discharge events.,[1794190]
9771,Show me research articles on Dynamic contrast-enhanced magnetic resonance imaging that investigate compressed sensing techniques for real-time monitoring of lung tumor movement.,"[1239688, 1677556]"
387,Show me publications by L. Conde related to sum rules and inequalities in plasma physics.,[1817854]
8687,"Show me the studies about carbon nanotubes being used as mass sensors, authored by researchers who also contributed to the paper 'Vibrational analysis of carbon nanotubes using molecular mechanics and artificial neural network'.",[1312041]
11631,Does the State University of New York Upstate Medical University have any studies suggesting new imaging techniques for intraoperative evaluation of breast cancer margins in the realm of Artificial Intelligence?,[1478553]
5956,"I'm looking for articles with an author in common with the paper ""Polarization imprint effects on the photovoltaic effect in Pb(Zr,Ti)O3 thin films,"" specifically those that focus on ferroelectric materials in the context of solar cells and explore techniques to enhance the efficiency of perovskite-based solar cells.","[1671169, 1389898, 1254117]"
6721,Does any literature funded by the Gordon and Betty Moore Foundation elaborate on the 2010 luminous supernova's metallicity?,[1555424]
12846,"What other studies focusing on multiple signal transmission over long-reach PONs have referenced or been inspired by the concepts discussed in ""Impact of the Modulation Chirp of a DEMZM on the Transmission of Signals Based on OFDM""?",[1530883]
1890,Publications by Fiat Automobiles authors on blockage correction techniques,[1426654]
10817,I'm looking for articles on Ureilite meteorites that investigate partial isotopic homogenization during the nascent stages of the solar system. My focus is on studies that analyze isotopic data to understand the origin and diversification of these stony-iron meteorites within the initial million years of the solar system's history.,[1387495]
4770,Which publications by authors affiliated with Hochschule Wismar explore the topic of mode selective couplers in waveguides?,[1620219]
7907,Find papers from scholars at NED University of Engineering and Technology on nanoparticle shaping or methodologies for nanoparticle shaping.,[1779820]
1588,"What are the papers related to the generation of cluster states via cavity that have referenced or been influenced by ""Some Quantum Gate Operators for Continuum Variables in q -Deformed Coordinate Representation""?",[1261800]
6645,"Can I find any research papers authored by the coauthors of ""Effect of Time Delay on Binary Signal Detection via a Bistable System"" that further explore the impact of time delay on signal detection performance?",[1641317]
12922,Show me publications by John T. Pearson on the impact of total pressure on radiative characteristics.,"[1543548, 1363606]"
11755,"Show me publications from the co-authors of 'Comparison of the Performance Between a Parasitically Coupled and a Direct Coupled Feed for a Microstrip Antenna Array', where they also explore radiating antennas over imperfect grounds.","[1249496, 1615950, 1662879]"
5832,Show me the papers published by co-authors of 'Selective engineering of cavity resonance for frequency matching in optical parametric processes' that also delved into the topic of silicon carbide.,"[1570176, 1377861, 1290055, 1869098, 1501877]"
